lng,lat,date,city,state,country,shape,duration,comments,year,month,day
-86.0688889,40.7536111,2/24/2005 1:00,peru,in,us,unknown,10800,A Really Wild Full Moon Night,2005,2,24
-76.5502778,38.9569444,2/24/2005 9:00,edgewater,md,us,sphere,15,object did in fact slow and as quickly as it did so&#44 it slug back in the same direct,2005,2,24
-119.2419444,34.4480556,2/24/2005 17:56,ojai,ca,us,sphere,60,three objects above field in ojai ca,2005,2,24
-110.9930556,31.8541667,2/24/2005 21:45,green valley,az,us,triangle,240,Overfly of I-19 of triangle shaped-three light object,2005,2,24
-74.7530556,41.0580556,2/24/2005 22:00,newton,nj,us,sphere,180,three strange balls of light darting about in a pattern above newton&#44 new jersy.,2005,2,24
-81.7108333,38.8186111,2/25/2005 17:00,ripley,wv,us,circle,60,A round shiney object that was slower than a helicopter and like a ballon.,2005,2,25
-87.4138889,39.4666667,2/25/2005 21:00,terre haute,in,us,fireball,3600,They got real close and started to change color.,2005,2,25
-90.7041667,35.8422222,2/26/2005 0:00,jonesboro,ar,us,disk,180,it was fast bright and round with a spoon shape in the front of it,2005,2,26
-122.6380556,45.4463889,2/26/2005 20:00,milwaukie,or,us,sphere,300,three quiet spheres in a perfect formation.  Stopped then disapeared.,2005,2,26
-73.7155556,40.7241667,2/26/2005 22:15,bellerose,ny,us,other,10,Silent&#44 goldish-brown craft,2005,2,26
-116.2025,43.6136111,2/27/2005 19:50,boise,id,us,disk,60,Golden lights formed what appeared to be windows on a large saucer shaped object in the Boise foothills area,2005,2,27
-97.1427778,32.8438889,2/27/2005 22:45,bedford,tx,us,oval,15,Object seen in sky over Bedford&#44 Texas February 27&#44 2005.,2005,2,27
-101.8308333,35.2219444,3/1/2005 21:30,amarillo,tx,us,changing,2400,Strange Shape-Shifting UFO,2005,3,1
-115.1363889,36.175,3/1/2005 22:15,las vegas,nv,us,triangle,1.5,Trianglular Shaped &#44appeared to be metallic. No lights on craft..It was illuminated by the light from below.  It seemed to have &quot;Stream,2005,3,1
-71.0666667,42.2494444,3/2/2005 0:00,milton,ma,us,cigar,180,It stopped&#44 and hovered right over us at about 200 feet in the air.,2005,3,2
-87.7438889,41.6027778,3/2/2005 20:10,oak forest,il,us,flash,300,I  observed  a flashing&#44 erratically wandering light in the sky south of my back yard.,2005,3,2
-84.0808333,38.9636111,3/2/2005 22:00,bethel,oh,us,sphere,1200,MUFON/OHIO REPORT:  Nine spherical objects in the night sky&#44 one  flew overhead&#44 changing into some sort of flying machine&#33,2005,3,2
-122.0797222,37.6688889,3/3/2005 4:33,hayward,ca,us,sphere,60,Star sized object was spotted in the night sky.,2005,3,3
-88.3147222,36.6102778,3/3/2005 16:57,murray (near),ky,us,light,120,An unidentified object,2005,3,3
-86.1088889,42.7875,3/3/2005 21:30,holland,mi,us,sphere,60,Planet-like spherical light in area where no planets should have been,2005,3,3
-78.0022222,38.9038889,3/4/2005 19:25,markham,va,us,triangle,40,Two triangle shaped flying objects both giving a greenish-blue light;,2005,3,4
-71.6886111,43.7569444,3/4/2005 20:00,plymouth,nh,us,teardrop,600,Three witnesses see multiple UFO sightings over the Plymouth&#44 NH area.,2005,3,4
-80.7655556,41.1827778,3/5/2005 14:30,niles,oh,us,cigar,10,Object moved horizontally across the sky&#44 seemed to change shape and then disappeared,2005,3,5
-87.4138889,39.4666667,3/6/2005 5:07,terre haute,in,us,chevron,7,Succession of sightings; chevron was 5 times higher than it&#39s lower counterpart&#44 both of them big and silently fast.,2005,3,6
-111.3,47.5002778,3/6/2005 17:00,great falls,mt,us,cigar,600,My son &amp; I were driving down the road when I noticed a strange objet in the sky.  The sky was clear blue and the object was in the shap,2005,3,6
-120.5413889,41.4872222,3/7/2005 20:00,alturas,ca,us,triangle,1800,This is clearly happening here and to quote Mr. Holloway.... &quot;There are UFO&#39s in Modoc County.&quot;,2005,3,7
-120.5413889,41.4872222,3/7/2005 20:00,alturas,ca,us,triangle,1200,Newspaper Article to March 7th Sighting,2005,3,7
-98.5333333,38.525,3/8/2005 19:30,claflin,ks,us,light,3000,Cluster of yellow lights over Holyrood Kansas,2005,3,8
-121.6158333,39.1405556,3/8/2005 21:00,yuba city,ca,us,triangle,300,3 Triangular objects&#44 bright white lights with 2 round red &quot;tail lights&quot;&#44 slow speed&#44 low altitude,2005,3,8
-77.6391667,38.0386111,3/9/2005 3:00,partlow,va,us,disk,30,Orange/red glowing objects. Spotsylvania Co Va. 2005 Photographed&#33,2005,3,9
-80.0366667,26.7052778,3/9/2005 21:00,west palm beach,fl,us,oval,10,I was looking at the stars&#44 orion constellation&#44 double stars X1 and X2 on top of the head. with a small telescope with an equatorial m,2005,3,9
-115.1363889,36.175,3/9/2005 22:15,las vegas,nv,us,triangle,2700,Alot of activity north of Las Vegas,2005,3,9
-116.9161111,47.4008333,3/10/2005 5:40,worley,id,us,triangle,360,Vertical Triangular object hovers high above ground.,2005,3,10
-81.2080556,29.5847222,3/10/2005 12:00,palm coast,fl,us,circle,180,Round object moving south over Palm Coast&#44 FL.,2005,3,10
-122.4869444,48.7597222,3/10/2005 15:15,bellingham,wa,us,sphere,900,Bright reflective sphere high in the sky on a sunny day,2005,3,10
-122.9072222,46.1469444,3/10/2005 17:55,kelso,wa,us,unknown,300,Bright single point of light,2005,3,10
-122.675,45.5236111,3/10/2005 19:00,portland,or,us,light,180,Very bright light  traveling over Portland ((NUFORC Note:  International Space Station.  PD)),2005,3,10
-73.7594444,42.7469444,3/10/2005 20:10,latham,ny,us,diamond,60,Large Black Diamond with a dim orange light at each corner moving steadily north up the Hudson Valley at about 3000 ft altitude,2005,3,10
-92.1038889,46.7208333,3/10/2005 23:30,superior,wi,us,disk,300,Strange Orange/red glowing object with multicolor lights in the middle.,2005,3,10
-87.65,41.85,3/11/2005 23:30,chicago,il,us,flash,1,Wife and I were watching TV...she noticed a bright orange flash outside to the west/southwest. We&#39re 7 stories up in our building&#44 and,2005,3,11
-78.3916667,43.0672222,3/12/2005 10:00,basom,ny,us,fireball,10,fireball,2005,3,12
-122.1741667,40.5494444,3/12/2005 19:45,millville,ca,us,fireball,2,Bright green fireball in Shasta/Trinity County&#44 California ((NUFORC Note:  Probable dramatic meteor at 19:45 hrs. on this date.  PD)),2005,3,12
-122.8383333,38.9780556,3/12/2005 23:00,kelseyville,ca,us,disk,180,3 Red Glowing UFOs,2005,3,12
-122.8219444,47.0344444,3/13/2005 0:05,lacey,wa,us,light,600,Early this Sunday&#44 at approximately 12:05am&#44 while meditating&#44 I saw a very bright object in eastern sky over Lacey&#44 Washington.  The o,2005,3,13
-114.8316667,35.9786111,3/13/2005 1:30,boulder city,nv,us,triangle,10,Black Triangle With Dim Lights,2005,3,13
-119.2833333,46.2858333,3/13/2005 4:00,richland,wa,us,triangle,180,Peter; To be exact on time it started at 4:13 am &#44 I was on my way to take my mom to the airport early flight&#44 I came outside took thre,2005,3,13
-71.4377778,41.7797222,3/13/2005 23:00,cranston,ri,us,triangle,120,At 11pm Est I was driving my girlfriend home on Phoenix Avenue toward the free way exit  to travel 95 North.In the sky at first loo,2005,3,13
-118.2913889,33.7358333,3/14/2005 20:30,san pedro,ca,us,oval,6,multiple UFO sightings over San Pedro&#44 CA.,2005,3,14
-89.8375,31.2516667,3/14/2005 23:00,columbia,ms,us,rectangle,1800,Large &#44bright white &#44rectangular object hovers in western sky,2005,3,14
-94.4188889,39.2461111,3/14/2005 23:50,liberty,mo,us,light,10,The light moved quickly across the sky to the East.,2005,3,14
-108.55,39.0638889,3/15/2005 19:00,grand junction,co,us,other,1200,silver elongated clam shaped craft over grand junction&#44 colorado,2005,3,15
-86.7675,34.0605556,3/15/2005 20:00,hanceville,al,us,triangle,10,Pink trianglular shaped UFO/lights off of I-65 in Alabama. The object(s) were in a field on the west side.,2005,3,15
-88.8372222,43.4577778,3/15/2005 21:30,beaver dam,wi,us,circle,5,There were 2 milky white objects&#44 flying silently&#44 extremely fast&#44 and very low that crossed paths and then vanished.,2005,3,15
-86.9672222,36.4375,3/16/2005 20:00,coopertown,tn,us,formation,180,there were three sets of clear bright lights&#44with a small faint red light in the center of each one. One set of lights was ahead of the,2005,3,16
-86.8752778,40.4166667,3/16/2005 20:58,west lafayette,in,us,circle,30,Circling lights over Lafayette.  Grad from Purdue flight program here and these were NOT airplanes.  Many people witnessed.,2005,3,16
-77.3858333,40.5333333,3/16/2005 22:32,port royal,pa,us,light,1800,glowing human shaped figures sighted in wooded area.,2005,3,16
-112.0333333,43.4666667,3/17/2005 8:30,idaho falls,id,us,cigar,1800,From my driveway&#44 due South&#44 I observed a &quot;jetstream&quot; in the sky and saw a &quot;plane&quot; descending rapidly straight down vertical. My initia,2005,3,17
-75.3255556,40.3116667,3/17/2005 14:30,souderton,pa,us,light,90,Strange Sighting over Souderton&#44 PA.,2005,3,17
-83.4027778,42.7022222,3/19/2005 21:35,waterford,mi,us,circle,30,i was on my way home from work on M-59 and i just saw this crazy circle object fly over my head.  i was sitting at a light staring up i,2005,3,19
-112.0733333,33.4483333,3/20/2005 3:30,phoenix,az,us,light,60,Triangle&#44 lights&#44  N. Phoenix&#44 AZ&#44 spring 05.,2005,3,20
-82.9825,39.3330556,3/21/2005 20:20,chillicothe,oh,us,light,1800,Lights in the east sky with very strange flight patterns,2005,3,21
-86.2619444,39.9508333,3/21/2005 20:40,zionsville,in,us,fireball,120,Lights that looked like big balls of fire seen over Zionsville.,2005,3,21
-119.8127778,39.5297222,3/22/2005 16:00,reno,nv,us,oval,2,White&#44 oval shaped object&#44 disappeard suddenly. Another sighting more recently&#44 same kind of object.,2005,3,22
-84.2483333,42.1058333,3/22/2005 22:45,brooklyn (lake columbia area),mi,us,light,300,A strange formation of bright scintillating lights bobs up and down in the skies over the Lake Columbia.,2005,3,22
-89.5438889,44.4563889,3/25/2005 7:30,plover,wi,us,light,30,Two bright quickly moving lights. Daylight sighting.,2005,3,25
-115.1363889,36.175,3/25/2005 23:30,las vegas (east of),nv,us,light,30,Sudden lights east of Vegas,2005,3,25
-92.4452778,42.5277778,3/27/2005 23:05,cedar falls,ia,us,light,600,lights cedar falls,2005,3,27
-99.0983333,38.1805556,3/27/2005 23:40,larned,ks,us,cylinder,300,Cylinder shaped object was over my house then started moving off.,2005,3,27
-122.4183333,37.775,3/30/2005 22:28,san francisco,ca,us,teardrop,4,A very bright shooting star-like event over San Francisco.,2005,3,30
-95.9375,41.2586111,3/31/2005 13:00,omaha,ne,us,disk,30,White disc sighted while driving in Omaha.,2005,3,31
-116.3741667,33.2558333,3/31/2005 18:30,borrego springs,ca,us,unknown,25,3 cylinder red lights stationary in the sky,2005,3,31
-84.7491667,39.1616667,3/31/2005 23:02,cleves,oh,us,light,300,Stable bright light in the sky&#44 could see that it wasn&#39t an airplane&#44 and did not blink&#44 then it went away from west to east.,2005,3,31
-110.9258333,32.2216667,4/1/2005 21:00,tucson,az,us,triangle,60,three points of light in the shape of a triangle moving across the sky,2005,4,1
-71.4680556,42.7652778,4/2/2005 15:00,nashua,nh,us,sphere,2,basket ball shuting up from the ground,2005,4,2
-79.9561111,39.6294444,4/2/2005 17:00,morgantown,wv,us,circle,900,lookes like a star at first&#44 then it was moving...as it was moving it diment,2005,4,2
-81.1,32.0833333,4/2/2005 21:30,savannah,ga,us,circle,5,Circular object at very high altitude&#44appeared as bright star moving from ne to sw&#44 slowed almost to a stop&#44 and then a very bright ext,2005,4,2
-93.2636111,44.98,4/3/2005 3:50,minneapolis,mn,us,triangle,60,A triangular shaped object with yellow lights flew around eradically for about a minute in the sky.,2005,4,3
-90.075,29.9544444,4/3/2005 13:50,new orleans,la,us,changing,900,This thing looked like a stare and then something elses cant say just what elese just something strange,2005,4,3
-71.8880556,41.8463889,4/4/2005 22:45,dayville,ct,us,other,900,two objects moving slowly in a clear night sky---one had a white semi-circle of lights that appeared to strobe,2005,4,4
-119.8127778,39.5297222,4/6/2005 21:30,reno,nv,us,light,12600,Lights north over Reno,2005,4,6
-77.4419444,37.3566667,4/7/2005 0:00,chester,va,us,circle,180,Object hovered and shot off at high rate of speed and then disappered,2005,4,7
-114.0930556,47.32,4/7/2005 20:00,st. ignatius,mt,us,sphere,3,four to five&#44 silver/headlight like spheres&#44 leap frogging through the clouded sky above Mission Range MT.,2005,4,7
-93.4625,44.925,4/7/2005 23:00,hopkins,mn,us,triangle,7,The first time it&#39s was about 11pm when my wife and I first saw it. It was going from east to west. It was triangle shape with five lig,2005,4,7
-94.6272222,39.1141667,4/8/2005 21:30,kansas city,ks,us,circle,2,saw a growing burst of brilliant white light that slowly dimmed out of existance  ((NUFORC Note:  Possible Iridium satellite.  PD)),2005,4,8
-77.7202778,39.6416667,4/8/2005 22:45,hagerstown,md,us,unknown,600,The hospital is 8 stories and when it became directly over our heads we could tell it was only 50 or 60 more feet high.,2005,4,8
-98.7369444,31.9491667,4/9/2005 19:09,sidney,tx,us,triangle,180,English words identified on black triangular craft.,2005,4,9
-98.7369444,31.9491667,4/9/2005 21:12,sidney,tx,us,triangle,180,TRIANGLE WITH ENGLISH WORDS WRITTEN ON IT IS A PROVEN LIE.,2005,4,9
-122.7083333,42.1947222,4/11/2005 2:00,ashland,or,us,changing,600,a changing ball of light/object that vanished entirely after a few minutes,2005,4,11
-111.3244444,34.2308333,4/12/2005 12:00,payson,az,us,unknown,658,I was browsing the Internet I was checking out the site called Phoenix360.com or http://www.abc15.com/ .  Click on a tab Phoenix360 wed,2005,4,12
-118.2427778,34.0522222,4/12/2005 13:00,los angeles,ca,us,triangle,3,A triangular - silent object glided through the skyscrapers in downtown LA  ((NUFORC Note:  B-2 bomber?  PD)),2005,4,12
-118.2427778,34.0522222,4/12/2005 13:15,los angeles,ca,us,triangle,30,Gray Triangle no lights no sound no markings completly flat   ((NUFORC Note:  B-2 bomber?  PD)),2005,4,12
-105.0744444,40.3977778,4/12/2005 21:00,loveland,co,us,triangle,5,Triange object,2005,4,12
-118.3141667,33.7922222,4/13/2005 5:22,lomita,ca,us,circle,5,I was standing in my backyard looking  at the stars when i noticed a sphere shape with small wings move across the sky then disappear,2005,4,13
-74.4888889,40.4975,4/13/2005 14:15,somerset,nj,us,cigar,120,I saw a dull white cigar shaped UFO at 2:15 pm flying horizontal in a crystal clear blue sky.,2005,4,13
-88.2141667,42.7630556,4/14/2005 20:30,waterford,wi,us,light,10,THE NIGHT WAS UNUSUALLY CLEAR WITH A FOG BANK OVER A NEARBY LAKE AND SOME MOON LIGHT. A VERY BRIGHT LIGHT APPEARED OVERHEAD. THE LIGHT,2005,4,14
-112.0733333,33.4483333,4/14/2005 23:30,phoenix,az,us,cigar,300,Confused and concerned - what is happening to me? Seems out of my control.,2005,4,14
-93.1666667,44.8041667,4/15/2005 1:20,eagan,mn,us,chevron,10,Silent boomerang object szeen in sky over Eagn MN,2005,4,15
-86.4436111,36.9902778,4/16/2005 17:00,bowling green,ky,us,oval,240,Black Oval Object Observed Over City,2005,4,16
-71.5527778,42.1055556,4/16/2005 17:00,mendon,ma,us,light,3600,Stationary red&#44 blue flashing lights in sky west&#44 southwest of Mendon MA ((NUFORC Note:  Possibly the star&#44 Sirius.  PD)),2005,4,16
-81.3630556,27.2927778,4/16/2005 22:00,lake placid,fl,us,light,120,Fast Moving Light High up in Atmosphere,2005,4,16
-84.3558333,41.2844444,4/16/2005 22:00,defiance,oh,us,other,7200,What we saw was a large circle of cloud perfectly centered around the moon.  ((NUFORC Note:  Possible &quot;Moon Dog.&quot;  PD)),2005,4,16
-80.0852778,42.1291667,4/17/2005 3:30,erie,pa,us,other,240,swirling lighted cload,2005,4,17
-89.6436111,39.8016667,4/17/2005 15:00,springfield,il,us,cigar,180,Objects seen during daytime&#44 moving&#44 hovering&#44 and changing color.,2005,4,17
-82.1983333,33.4502778,4/17/2005 23:00,grovetown,ga,us,circle,2700,Object appeared to be a star at first glance sitting low on the horizon  ((NUFORC Note:  Possibly Sirius.  PD)),2005,4,17
-149.9002778,61.2180556,4/18/2005 0:00,anchorage,ak,us,oval,120,we spotted an ovular light emmiting craft with telescopes in the night,2005,4,18
-93.75,32.525,4/18/2005 22:45,shreveport,la,us,light,600,two bright orange lights moving slowly,2005,4,18
-84.6697222,33.5177778,4/19/2005 19:50,palmetto,ga,us,diamond,3,Palmetto&#44 GA.  Diamond a couple of seconds  a glowing diamond shaped object  picture taken 19 April 2005 at 1950 EST,2005,4,19
-103.2305556,44.0805556,4/20/2005 21:00,rapid city,sd,us,triangle,120,the object was hanging in the air above us for about 15-20 secodns and flew away very slowly...,2005,4,20
-105.2436111,39.6661111,4/21/2005 21:45,idledale,co,us,unknown,3600,Flashing light in western sky  ((NUFORC Note:  Sighting of Sirius.  PD)),2005,4,21
-74.3994444,40.4991667,4/21/2005 22:50,piscataway,nj,us,unknown,240,A buzzing sound interupted my piano/singing; 1/2 lit light green slats&#44 white &amp; red lights on other side&#44 20-30 ft up &amp; from my house.,2005,4,21
-85.025,30.2275,4/22/2005 22:40,orange county (location unspecified),fl,us,other,5,GEORGIA UFO GROUP Report/Tom Sheets:  Joint Investigation-Central Florida UFO Group/Georgia UFO Group--Glowing Light and Dark Object,2005,4,22
-95.7416667,38.2625,4/23/2005 1:08,new strawn,ks,us,circle,2,Bright streak low on the western horizon going from the south to the north high rate of speed.,2005,4,23
-94.6394444,29.4569444,4/23/2005 12:00,crystal beach,tx,us,chevron,30,Small brown chevron-shaped object over water at Crystal Beach.,2005,4,23
-71.3830556,41.8786111,4/24/2005 19:45,pawtucket,ri,us,changing,1,Unidentified falling object/light,2005,4,24
-72.5347222,40.9911111,4/24/2005 19:55,mattituck,ny,us,oval,15,As I was driving an oval UFO with a bright blue color was visible from the front to the middle&#44 the back was yellow.  A redish trail wa,2005,4,24
-84.1166667,44.4213889,4/25/2005 22:30,rose city,mi,us,light,60,Bright light dimmed to small red dot.,2005,4,25
-116.0763889,33.5716667,4/25/2005 22:30,mecca,ca,us,unknown,360,Unknown Spotlight flashes on Canyon,2005,4,25
-68.6780556,44.2238889,4/26/2005 21:30,deer isle,me,us,other,2700,Orbs with auras moving north and a triangle shaped object moving over 30 + foot trees.,2005,4,26
-155.9522222,19.6227778,4/28/2005 5:00,holualoa,hi,us,light,120,Intermittant light source and strange trajectory immediately got my attention.  ((NUFORC Note:  Possible tumbling booster shell??  PD)),2005,4,28
-80.0366667,26.7052778,4/29/2005 19:30,west palm beach,fl,us,triangle,600,((NUFORC Note:  Missile launch at 2055 hrs (EDT).  PD)) What seemed like a meteor or fire ball moves very slowly towards earth serface,2005,4,29
-81.7066667,30.1658333,4/29/2005 20:55,orange park,fl,us,circle,300,((NUFORC Note:  Missile launch at 2055 hrs (EDT).  PD))   A long orange light moving in the sky.  I was uncertain if it was a plane,2005,4,29
-80.1,26.3180556,4/29/2005 20:58,deerfield beach,fl,us,fireball,180,((NUFORC Note:  Missile launch at 2055 hrs (EDT).  PD))   Shuttle Early?,2005,4,29
-80.2663889,27.1675,4/29/2005 21:00,palm city,fl,us,changing,120,((NUFORC Note:  Missile launch at 2055 hrs (EDT).  PD))   rocket  type sighting,2005,4,29
-77.9930556,35.3847222,4/29/2005 21:00,goldsboro,nc,us,unknown,600,((NUFORC Note:  Missile launch at 2055 hrs (EDT).  PD))   me and a friend were standing out side about 8:30 P. M.  Talking,2005,4,29
-70.5452778,43.3838889,4/29/2005 21:00,kennebunk,me,us,circle,180,((NUFORC Note:  Missile launch at 2055 hrs (EDT).  PD))   a bright moving star,2005,4,29
-82.5725,27.5211111,4/29/2005 21:00,palmetto,fl,us,light,120,((NUFORC Note:  Missile launch at 2055 hrs (EDT).  PD))   Lights formed a plane and a haze appear after the lights changed,2005,4,29
-94.8188889,38.8813889,4/29/2005 21:35,olathe,ks,us,light,180,Two lights in the night sky flying in apparent formation.,2005,4,29
-82.1130556,28.0183333,4/29/2005 22:33,plant city,fl,us,formation,120,((NUFORC Note:  Missile launch at 2055 hrs (EDT).  PD))   Two objects that at first appeared to just be stars were moving,2005,4,29
-82.2969444,28.7497222,4/29/2005 22:45,floral city,fl,us,triangle,30,((NUFORC Note:  Missile launch at 2055 hrs (EDT).  PD))   Triangular object traveling fast towards Tampa,2005,4,29
-116.7855556,47.7661111,4/30/2005 5:00,hayden,id,us,light,15,someone please report back to me on this case.  It is unusual&#44 in that I have not read too many similar descriptions on your site.P,2005,4,30
-71.3619444,42.3625,5/1/2005 3:00,wayland,ma,us,light,120,Light or energy flying object no lareger than 10-12 inches entered bedroom on more than one occassion,2005,5,1
-84.5441667,38.9430556,5/1/2005 6:20,independence,ky,us,other,300,stationary disk-like object seen near I-75/Independence&#44 KY,2005,5,1
-120.5386111,38.0683333,5/2/2005 0:30,angels camp,ca,us,circle,120,Strange Object in Angels Camp&#44 CA.  ((NUFORC Note:  Probable sighting of the star&#44 &quot;Sirius&#44&quot; we suspect.  PD)),2005,5,2
-118.1155556,34.5794444,5/2/2005 14:05,palmdale,ca,us,circle,600,Two (2) silver bright round disk(s) that touched then seperated&#44 numerous times&#44 seem to follow chemtrail over Palmdale&#44 California.,2005,5,2
-119.7019444,36.8252778,5/2/2005 21:00,clovis,ca,us,light,60,Bright white light flased in the sky&#44 followed by 2 red flashing lights move up and down&#44 back and forth.,2005,5,2
-101.46,31.1913889,5/2/2005 21:45,big lake,tx,us,light,37800,Bright white light in NW sky moved rapidly and erratically up&#44 down&#44 left&#44 right and changed colors to blue ands blue green.,2005,5,2
-122.675,45.5236111,5/3/2005 23:30,portland,or,us,circle,120,05/03/05 23:30hours. the we seen in portland Oregon It moved from north to south and vanished.,2005,5,3
-85.8455556,41.4097222,5/4/2005 22:00,milford (between cities),in,us,flash,5,It was the 4th of July and my parents and I were coming home from some fireworks. Occasionally&#44 we would see small towns set off firewo,2005,5,4
-85.58,42.2011111,5/5/2005 14:00,portage,mi,us,sphere,1800,Silver Sphere weaving in and out of a &quot;contral&quot;,2005,5,5
-70.6208333,42.6555556,5/5/2005 20:24,rockport,ma,us,rectangle,60,MUFON/MASSACHUSETTS REPORT:  Rectangle seen in Rockport&#44 MA,2005,5,5
-85.7594444,38.2541667,5/5/2005 21:00,louisville,ky,us,triangle,900,objest appearig over small lake with beams entering water then assendind into sky,2005,5,5
-72.9497222,41.6716667,5/5/2005 23:00,bristol,ct,us,triangle,210,Black Quiet Triangle Spotted,2005,5,5
-71.4708333,43.5277778,5/7/2005 15:40,laconia,nh,us,disk,10,disk over Laconia,2005,5,7
-118.3955556,34.0211111,5/8/2005 21:30,culver city,ca,us,triangle,20,Boomerang shaped aircraft 10 lights over Culver City&#44 CA,2005,5,8
-77.1891667,40.2013889,5/9/2005 3:00,carlisle,pa,us,chevron,180,I was sitting on the front porch&#44 not able to sleep. My dog was with me. Suddenly my dog became very agitated and seemed to want back i,2005,5,9
-97.7427778,30.2669444,5/9/2005 22:20,austin,tx,us,cigar,2,Long line of green rectangular lights in the hills of southwest Austin,2005,5,9
-111.8219444,33.4222222,5/10/2005 1:40,mesa,az,us,unknown,721,Sonic booms over Mesa?,2005,5,10
-73.8505556,40.7161111,5/10/2005 21:15,forest hills,ny,us,triangle,4,Two triangular shaped objects&#44 flying parallel to each other&#44 flew by&#44 from east to west&#44 very rapidly.,2005,5,10
-97.5161111,35.4675,5/11/2005 3:30,oklahoma city,ok,us,unknown,3,Bright orange light glowing through the kitchen window.,2005,5,11
-76.8625,40.7988889,5/11/2005 23:25,selinsgrove,pa,us,fireball,20,2-3 craft streak across the sky,2005,5,11
-77.5905556,42.9522222,5/12/2005 18:30,honeoye falls,ny,us,disk,120,While working in Honeoye Falls about 6:30 I spotted what vaguely  resembled a canopy with some sort of faint object suspended below it.,2005,5,12
-84.3766667,34.3380556,5/12/2005 22:12,ball ground,ga,us,cross,60,On May 12th&#44 2005 I saw a cross-shaped ufo cross over my Northern Georgia home at 22:12 heading north at low altittude.,2005,5,12
-120.1822222,39.3280556,5/12/2005 23:00,truckee,ca,us,other,1800,Several variouse lights of different color and irratic  movement.,2005,5,12
-78.8236111,42.7972222,5/13/2005 0:40,blasdell,ny,us,other,1200,Too slow and bright to be man made.,2005,5,13
-122.8227778,38.4022222,5/13/2005 22:58,sebastopol,ca,us,other,5,Just before 11 PM I had finished checking my boxes out in the poolhouse/cottage ( where my office is) and was standing in the dark&#44 enj,2005,5,13
-105.0838889,40.5852778,5/14/2005 8:30,fort collins,co,us,other,60,iT WAS LIKE HALF BALL HALF TRYANGLE AND WAS YELLOW AND SUDDENTLY DISAPPEARED.,2005,5,14
-83.15,42.6055556,5/15/2005 5:00,troy,mi,us,light,5,A blueish green ball of light that took off on an upward flight in a matter of seconds and disappeared.,2005,5,15
-93.1666667,44.8041667,5/15/2005 19:35,eagan,mn,us,disk,60,We saw them flying over the school about a half mile away. The came straight down and then stopped above the school and took off and di,2005,5,15
-115.1363889,36.175,5/15/2005 20:55,las vegas,nv,us,light,60,looked like a sattelite in speed&#44shape and color,2005,5,15
-80.9538889,33.0677778,5/15/2005 21:30,lodge,sc,us,formation,240,I saw 5 little lights circling a 6th larger light in CW rotation then the little lights stopped the rotated in the opposite dir..,2005,5,15
-81.3088889,28.8827778,5/15/2005 21:40,debary (central fl),fl,us,light,300,lights joining and flying in formation across central florida sky,2005,5,15
-78.7377778,37.8316667,5/15/2005 23:00,faber,va,us,triangle,90,craft was deltiod in shape had white lights at each end non blinking a red light in the center which blinked made a dull rumble when di,2005,5,15
-104.8197222,41.14,5/19/2005 18:45,cheyenne,wy,us,oval,120,At 6:45 a silver light object came into view N. of Cheyenne&#44WY.It had no vapor trail moving at jet speed&#44but turning on a dime.,2005,5,19
-86.3,32.3666667,5/19/2005 22:00,montgomery (50 miles west of; inflight),al,us,unknown,7,Pilots see unknown,2005,5,19
-122.2352778,37.4852778,5/20/2005 13:30,redwood city,ca,us,other,1,My mother and I witnessed a strange &quot;blackout&quot; at 1:30 pm on a clear sunny day.,2005,5,20
-75.8505556,41.2752778,5/20/2005 21:20,plains,pa,us,light,240,((NUFORC Note:  Sighting of ISS.  PD))  Light traveling straight down then vanished.,2005,5,20
-155.9522222,19.6227778,5/21/2005 2:20,holualoa,hi,us,changing,2400,3 bright lights that moved and changed shapes and colors&#44 and appeard to be checking us out,2005,5,21
-119.1761111,34.1975,5/21/2005 18:00,oxnard,ca,us,circle,2400,There were bright white objects in the afternoon moving slowly in  the sky one of them emitted a smaller object.,2005,5,21
-97.1077778,32.7355556,5/21/2005 22:10,arlington,tx,us,light,180,((NUFORC Note:  Intl. Space Station.  PD))  It looked exactly like a Star and vanished into thin air after  about 3min.,2005,5,21
-96.8480556,32.3863889,5/22/2005 20:12,waxahachie,tx,us,cylinder,120,Cylindrical objects hover soundlessly over Dallas suburb May 22&#44 2005.,2005,5,22
-87.8655556,41.9352778,5/22/2005 23:00,franklin park,il,us,teardrop,240,A yellowish-orange glowing shape rotating counter clockwise on what appeared to be an assymetrical axis.,2005,5,22
-87.5736111,30.2941667,5/23/2005 12:00,orange beach,al,us,light,3600,Bright and huge star-like object in the sky during mid-day hours,2005,5,23
-123.9452778,45.0244444,5/23/2005 23:00,otis (over the ocean),or,us,light,18000,Light  in sky  which was bigger than a star or planet and which simply hovered for several hours.  ((NUFORC Note:  Sirius??  PD)),2005,5,23
-155.2377778,19.4308333,5/24/2005 19:35,volcano,hi,us,disk,300,A UFO was seen over Hawaii near the Mauna Kea Observatories.,2005,5,24
-79.8369444,32.7630556,5/24/2005 20:00,sullivans island,sc,us,light,1200,Two separate light events at same time off of Sullivan&#39s Island&#44 SC,2005,5,24
-76.6933333,35.0308333,5/25/2005 2:21,oriental,nc,us,disk,180,Eerie purple and greenish glow from craft of about 24 feet diameter that hoovered in tree limbs&#44 or partly concealed by them&#44 as three,2005,5,25
